customer_id,customer_name,email,region_id
CUST0463,"Guy Stevens",thompsonjordan@hotmail.com,4
CUST0464,"Matthew Castro",mcgeephillip@hotmail.com,2
CUST0465,"Natalie Cooke",cheryl89@simmons-harris.biz,4
CUST0466,"Tracy Turner",sethortiz@hotmail.com,3
CUST0467,"Jennifer Randolph",danashaw@hotmail.com,4
CUST0468,"Brooke Johnson",mariah57@campbell.com,1
CUST0469,"Jeanette Page",greenstephanie@gmail.com,2
CUST0470,"Samantha Mccarthy",jenniferreyes@gmail.com,5
CUST0471,"Amanda Snyder",kmcdaniel@davis-moore.com,3
CUST0472,"Mary Goodwin",xprice@yahoo.com,4
CUST0473,"Tina Barnett",jason49@webb.biz,2
CUST0474,"Sharon Miller",torresedwin@moore.com,2
CUST0475,"Brandy Davidson",jsmall@yahoo.com,1
CUST0476,"Denise Wong",pamelawalsh@hotmail.com,3
CUST0477,"Samantha Bauer",matthew94@rice-mcclure.biz,3
CUST0478,"Charles Yates",rachel89@wood.com,4
CUST0479,"Stephen Smith",pwallace@gmail.com,5
CUST0480,"Rachel Garcia",bhaynes@yahoo.com,2
CUST0481,"Joseph Murphy",aaron92@yahoo.com,5
CUST0482,"Chelsea Jones",whuynh@graham.biz,2
CUST0483,"Paul Pitts",colehunt@kelly.org,2
CUST0484,"Anthony Richardson",tammy04@gmail.com,3
CUST0485,"Wendy Gomez",matthewdavis@yahoo.com,4
CUST0486,"Richard Wilson",jeremyhamilton@gardner.com,2
CUST0487,"Tasha Atkinson",fosterdiana@yahoo.com,5
CUST0488,"Phillip Contreras",walkereugene@miller-young.com,5
CUST0489,"Elizabeth Heath",rjones@bell.net,1
CUST0490,"Joanne Frank",qray@yahoo.com,5
CUST0491,"Shane Cardenas",xharris@elliott.biz,1
CUST0492,"Leslie Woods",finleyamy@edwards.com,3
CUST0493,"Kelly Sanders",ralph71@yahoo.com,5
CUST0494,"Joshua Kelley",dunlapangela@gmail.com,5
CUST0495,"Aaron Johnson",craigdanielle@evans.info,1
CUST0496,"Teresa Stewart",glee@jones.org,3
CUST0497,"Melissa Taylor",lkaufman@yahoo.com,4
CUST0498,"Benjamin Reed",matthewharper@newman-valdez.com,1
CUST0499,"Molly Valencia",mnguyen@white.org,3
CUST0500,"Tina Perry",natalie55@yahoo.com,5
